-0.17703,0.0243,0.38491,-0.17537,0.0069567,0.38463,-0.17184,-0.0050636,0.38581,-0.16194,0.019831,0.37923,-0.17981,0.03844,0.38513,-0.16603,0.045782,0.37903,-0.1662,0.032017,0.37966,-0.17778,0.035726,0.42516,-0.16908,-0.0021496,0.42314,-0.17904,0.013632,0.41182,-0.18578,0.026146,0.39947,-0.18013,-0.0069275,0.39944,-0.14439,0.040597,0.3891,-0.13886,-0.0025244,0.39037,-0.13683,0.02578,0.40063,-0.13434,0.04329,0.41046,-0.12753,0.0021137,0.41404,-0.15507,-0.0034554,0.3814
-0.17729,0.024538,0.38498,-0.17582,0.0072636,0.38484,-0.1725,-0.0047321,0.38605,-0.16228,0.019876,0.37938,-0.17992,0.038574,0.38516,-0.16606,0.045787,0.37905,-0.16635,0.032048,0.37974,-0.17789,0.035967,0.42517,-0.16967,-0.0016972,0.42334,-0.17929,0.014093,0.41199,-0.18594,0.026506,0.39954,-0.18068,-0.0064218,0.39967,-0.14454,0.040504,0.38924,-0.13958,-0.0025687,0.39072,-0.13716,0.025679,0.40079,-0.13448,0.043204,0.41062,-0.12819,0.002051,0.41432,-0.15575,-0.0033733,0.38164
-0.1773,0.024545,0.38498,-0.17583,0.0072721,0.38485,-0.17252,-0.0047229,0.38606,-0.16229,0.019877,0.37939,-0.17993,0.038578,0.38516,-0.16606,0.045787,0.37905,-0.16635,0.032049,0.37975,-0.17789,0.035973,0.42517,-0.16968,-0.0016847,0.42335,-0.1793,0.014106,0.41199,-0.18595,0.026516,0.39955,-0.18069,-0.0064078,0.39968,-0.14455,0.040502,0.38925,-0.1396,-0.0025699,0.39073,-0.13716,0.025676,0.4008,-0.13449,0.043201,0.41062,-0.12821,0.0020493,0.41433,-0.15577,-0.0033711,0.38165
-0.17732,0.024563,0.38499,-0.17587,0.0072961,0.38486,-0.17257,-0.0046969,0.38608,-0.16232,0.019881,0.3794,-0.17993,0.038589,0.38516,-0.16607,0.045787,0.37905,-0.16636,0.032052,0.37975,-0.1779,0.035992,0.42517,-0.16973,-0.0016492,0.42336,-0.17932,0.014142,0.41201,-0.18596,0.026544,0.39955,-0.18074,-0.0063682,0.3997,-0.14456,0.040495,0.38926,-0.13966,-0.0025734,0.39075,-0.13719,0.025668,0.40081,-0.1345,0.043195,0.41063,-0.12826,0.0020444,0.41435,-0.15583,-0.0033646,0.38167
-0.17727,0.024521,0.38497,-0.17579,0.0072412,0.38483,-0.17245,-0.0047563,0.38604,-0.16226,0.019873,0.37937,-0.17991,0.038564,0.38516,-0.16606,0.045786,0.37905,-0.16634,0.032046,0.37974,-0.17788,0.035949,0.42517,-0.16962,-0.0017302,0.42333,-0.17927,0.014059,0.41198,-0.18593,0.026479,0.39954,-0.18064,-0.0064587,0.39966,-0.14453,0.040511,0.38923,-0.13953,-0.0025655,0.39069,-0.13713,0.025686,0.40078,-0.13447,0.04321,0.41061,-0.12815,0.0020556,0.4143,-0.1557,-0.0033793,0.38162
-0.17736,0.024605,0.385,-0.17595,0.00735,0.3849,-0.17269,-0.0046387,0.38612,-0.16238,0.019889,0.37943,-0.17995,0.038612,0.38516,-0.16607,0.045788,0.37906,-0.16639,0.032057,0.37977,-0.17792,0.036034,0.42518,-0.16983,-0.0015698,0.4234,-0.17936,0.014223,0.41204,-0.18599,0.026607,0.39956,-0.18083,-0.0062795,0.39974,-0.14458,0.040478,0.38928,-0.13978,-0.0025812,0.39081,-0.13725,0.02565,0.40084,-0.13452,0.043179,0.41066,-0.12838,0.0020334,0.4144,-0.15594,-0.0033502,0.38171
-0.17744,0.024675,0.38502,-0.17608,0.0074396,0.38496,-0.17288,-0.004542,0.38619,-0.16248,0.019902,0.37947,-0.17999,0.038652,0.38517,-0.16608,0.045789,0.37906,-0.16643,0.032067,0.37979,-0.17795,0.036104,0.42518,-0.17,-0.0014378,0.42346,-0.17944,0.014357,0.41209,-0.18604,0.026712,0.39959,-0.18099,-0.0061319,0.39981,-0.14463,0.040451,0.38933,-0.13999,-0.0025942,0.39092,-0.13734,0.025621,0.40089,-0.13456,0.043154,0.41071,-0.12857,0.0020151,0.41448,-0.15614,-0.0033263,0.38178
-0.17752,0.024754,0.38504,-0.17623,0.0075408,0.38503,-0.1731,-0.0044326,0.38627,-0.16259,0.019917,0.37952,-0.18002,0.038696,0.38518,-0.1661,0.045791,0.37907,-0.16648,0.032077,0.37982,-0.17799,0.036184,0.42518,-0.17019,-0.0012885,0.42352,-0.17952,0.014509,0.41214,-0.1861,0.026831,0.39961,-0.18118,-0.005965,0.39989,-0.14468,0.040421,0.38937,-0.14023,-0.0026088,0.39103,-0.13745,0.025587,0.40094,-0.13461,0.043125,0.41076,-0.12879,0.0019944,0.41457,-0.15637,-0.0032992,0.38186
-0.17754,0.024767,0.38504,-0.17626,0.0075577,0.38504,-0.17314,-0.0044144,0.38629,-0.16261,0.01992,0.37953,-0.18003,0.038703,0.38518,-0.1661,0.045791,0.37907,-0.16649,0.032079,0.37982,-0.178,0.036197,0.42518,-0.17023,-0.0012637,0.42353,-0.17953,0.014534,0.41215,-0.1861,0.02685,0.39961,-0.18121,-0.0059373,0.3999,-0.14468,0.040416,0.38938,-0.14027,-0.0026112,0.39105,-0.13747,0.025582,0.40095,-0.13462,0.043121,0.41077,-0.12883,0.001991,0.41459,-0.1564,-0.0032947,0.38187
-0.17745,0.02469,0.38502,-0.17611,0.0074586,0.38497,-0.17292,-0.0045215,0.38621,-0.1625,0.019905,0.37948,-0.17999,0.03866,0.38517,-0.16609,0.04579,0.37906,-0.16644,0.032069,0.37979,-0.17796,0.036119,0.42518,-0.17004,-0.0014098,0.42347,-0.17945,0.014386,0.4121,-0.18605,0.026734,0.39959,-0.18103,-0.0061006,0.39983,-0.14464,0.040446,0.38933,-0.14004,-0.0025969,0.39094,-0.13736,0.025614,0.4009,-0.13457,0.043149,0.41072,-0.12861,0.0020112,0.4145,-0.15619,-0.0033212,0.38179
-0.17759,0.024818,0.38506,-0.17636,0.0076244,0.38509,-0.17328,-0.0043423,0.38634,-0.16269,0.01993,0.37956,-0.18005,0.038733,0.38518,-0.16611,0.045792,0.37907,-0.16652,0.032086,0.37984,-0.17802,0.036249,0.42518,-0.17035,-0.0011653,0.42358,-0.17959,0.014635,0.41219,-0.18614,0.026929,0.39963,-0.18132,-0.0058273,0.39995,-0.14472,0.040396,0.38941,-0.14043,-0.0026209,0.39112,-0.13754,0.02556,0.40098,-0.13465,0.043102,0.4108,-0.12897,0.0019773,0.41465,-0.15655,-0.0032769,0.38192
-0.17761,0.024833,0.38506,-0.17639,0.0076437,0.3851,-0.17332,-0.0043215,0.38635,-0.16271,0.019932,0.37957,-0.18006,0.038741,0.38519,-0.16611,0.045792,0.37908,-0.16653,0.032088,0.37984,-0.17803,0.036264,0.42518,-0.17039,-0.0011369,0.42359,-0.1796,0.014664,0.4122,-0.18615,0.026951,0.39963,-0.18136,-0.0057956,0.39997,-0.14472,0.04039,0.38942,-0.14048,-0.0026237,0.39115,-0.13756,0.025553,0.40099,-0.13466,0.043096,0.41081,-0.12901,0.0019734,0.41467,-0.15659,-0.0032717,0.38194
-0.17767,0.024891,0.38508,-0.1765,0.0077185,0.38515,-0.17348,-0.0042407,0.38641,-0.16279,0.019944,0.37961,-0.18009,0.038774,0.38519,-0.16612,0.045793,0.37908,-0.16657,0.032096,0.37986,-0.17806,0.036323,0.42519,-0.17053,-0.0010267,0.42364,-0.17967,0.014776,0.41224,-0.18619,0.027039,0.39965,-0.18149,-0.0056724,0.40003,-0.14476,0.040367,0.38945,-0.14065,-0.0026345,0.39123,-0.13764,0.025529,0.40103,-0.1347,0.043075,0.41085,-0.12918,0.0019581,0.41473,-0.15676,-0.0032518,0.38199
