-0.17582,0.024626,0.38506,-0.16167,0.0094386,0.38094,-0.16186,0.020744,0.3794,-0.15494,-0.001609,0.3784,-0.17456,0.0077431,0.387,-0.17129,-0.0043248,0.38495,-0.16719,0.04559,0.37894,-0.17703,0.035192,0.42464,-0.16698,-0.0012139,0.42289,-0.17798,0.013947,0.41133,-0.18276,0.027355,0.40052,-0.17646,-0.0053277,0.39909,-0.18033,0.038325,0.38558,-0.16498,0.03243,0.38134,-0.14417,0.040967,0.38841,-0.13701,-0.0003555,0.39069,-0.13637,0.027022,0.40003,-0.13501,0.04396,0.4129,-0.1268,0.0040041,0.41475
-0.17522,0.024665,0.38394,-0.1613,0.0094005,0.38035,-0.16066,0.020976,0.37887,-0.15433,-0.0013503,0.37805,-0.17417,0.0077589,0.38503,-0.1704,-0.003981,0.3844,-0.16644,0.045691,0.37838,-0.17628,0.035017,0.42474,-0.16561,-0.00065147,0.42321,-0.17774,0.013972,0.4111,-0.18363,0.026783,0.39961,-0.17667,-0.0053315,0.39883,-0.17954,0.038272,0.38476,-0.16503,0.032289,0.3803,-0.14349,0.040748,0.38636,-0.13786,1.8822e-05,0.38904,-0.13611,0.026875,0.39893,-0.13419,0.043642,0.40997,-0.12613,0.0041162,0.41222
-0.17569,0.024742,0.38453,-0.16178,0.009404,0.38078,-0.16143,0.020833,0.37922,-0.15499,-0.0015282,0.37845,-0.17462,0.0078605,0.38603,-0.17118,-0.0040282,0.38485,-0.16678,0.045653,0.37868,-0.17672,0.035238,0.42472,-0.16664,-0.00076105,0.42317,-0.178,0.014165,0.41134,-0.18339,0.027182,0.40006,-0.17698,-0.0051678,0.39911,-0.17998,0.038367,0.38518,-0.16512,0.032353,0.38081,-0.14394,0.040783,0.38752,-0.1379,-0.0003171,0.39006,-0.13645,0.026831,0.39962,-0.13466,0.043718,0.41143,-0.12685,0.0039307,0.41362
-0.17595,0.024769,0.38489,-0.16203,0.0094029,0.38106,-0.16185,0.020736,0.37941,-0.15533,-0.0016371,0.37868,-0.17489,0.0078778,0.38657,-0.17151,-0.0040335,0.38522,-0.16698,0.045637,0.37887,-0.17697,0.035312,0.4247,-0.1671,-0.00082667,0.42318,-0.17801,0.014288,0.41152,-0.1832,0.027407,0.40032,-0.17719,-0.0051003,0.39925,-0.18023,0.038411,0.38544,-0.16516,0.032403,0.38112,-0.14423,0.040826,0.38834,-0.13827,-0.00044149,0.3909,-0.13666,0.026821,0.40012,-0.13493,0.043771,0.4123,-0.12726,0.0038221,0.41449
-0.17601,0.024788,0.38492,-0.16215,0.0093833,0.38119,-0.16189,0.020696,0.37942,-0.15546,-0.0016786,0.3788,-0.17505,0.0078609,0.38648,-0.17146,-0.0039251,0.38551,-0.16695,0.045656,0.37892,-0.177,0.03529,0.42471,-0.16704,-0.0007355,0.42329,-0.17783,0.01442,0.41166,-0.1832,0.027452,0.40031,-0.17749,-0.0050651,0.39932,-0.18025,0.038428,0.38548,-0.16521,0.03242,0.38114,-0.14436,0.040823,0.38867,-0.13916,-0.0004058,0.39143,-0.13679,0.026779,0.40037,-0.13495,0.043737,0.41231,-0.12743,0.0037429,0.41463
-0.17547,0.02486,0.38389,-0.1618,0.0093959,0.38049,-0.16088,0.020979,0.37899,-0.15492,-0.0013798,0.37838,-0.17455,0.0080085,0.38497,-0.17105,-0.003761,0.3845,-0.16633,0.045711,0.37834,-0.17634,0.035292,0.42482,-0.16623,-0.00029966,0.4234,-0.17814,0.014309,0.41121,-0.18409,0.026949,0.39953,-0.1773,-0.005004,0.39905,-0.17956,0.038396,0.38469,-0.16523,0.032257,0.38019,-0.14356,0.040583,0.38622,-0.13829,-0.0002454,0.38895,-0.13642,0.026662,0.39895,-0.13423,0.043475,0.40971,-0.12675,0.0039347,0.4122
-0.1757,0.024894,0.38416,-0.16202,0.0093884,0.38063,-0.16126,0.02092,0.37917,-0.15521,-0.0014691,0.37854,-0.1747,0.0080798,0.3855,-0.17152,-0.0038531,0.38456,-0.1665,0.045683,0.37846,-0.17656,0.035444,0.42482,-0.16685,-0.00040532,0.42332,-0.17842,0.014337,0.41125,-0.18403,0.027115,0.39975,-0.17734,-0.0049414,0.39917,-0.17977,0.038442,0.38486,-0.16527,0.032268,0.38041,-0.1437,0.040582,0.38658,-0.13771,-0.00051026,0.38906,-0.13652,0.026633,0.39913,-0.13445,0.043511,0.4104,-0.12706,0.0038531,0.4128
-0.17607,0.024786,0.38486,-0.16224,0.0092985,0.38118,-0.16189,0.020653,0.37942,-0.15552,-0.00177,0.37889,-0.17505,0.0078651,0.38639,-0.17157,-0.0039596,0.3855,-0.16686,0.045664,0.37888,-0.17701,0.035358,0.42475,-0.16723,-0.00075549,0.42331,-0.17795,0.014423,0.41168,-0.18342,0.027392,0.40024,-0.17768,-0.0051049,0.39938,-0.18023,0.038449,0.38542,-0.16525,0.032379,0.38104,-0.14435,0.04076,0.38856,-0.13883,-0.00065788,0.39111,-0.13683,0.026676,0.4003,-0.13491,0.043667,0.41211,-0.12751,0.0036241,0.41451
-0.17612,0.024905,0.38478,-0.16242,0.0093587,0.38119,-0.16193,0.020713,0.37945,-0.15576,-0.0016932,0.37897,-0.17521,0.0080206,0.3863,-0.17184,-0.0038047,0.38546,-0.16681,0.045673,0.37884,-0.17698,0.035471,0.42477,-0.16739,-0.00051002,0.42341,-0.17813,0.014593,0.41168,-0.18361,0.027483,0.40018,-0.17787,-0.0048858,0.39944,-0.18019,0.038502,0.38535,-0.16533,0.032374,0.38096,-0.14432,0.040689,0.38832,-0.13915,-0.00062245,0.39102,-0.13693,0.02662,0.40022,-0.1349,0.0436,0.41188,-0.12774,0.0036271,0.41436
-0.17607,0.024979,0.38498,-0.16235,0.0095972,0.38119,-0.1621,0.020846,0.37954,-0.1558,-0.0014534,0.37881,-0.17524,0.0081489,0.3868,-0.17202,-0.0037644,0.38524,-0.16708,0.045632,0.37892,-0.177,0.035474,0.4247,-0.16742,-0.00044347,0.42329,-0.17823,0.014598,0.41156,-0.18319,0.027719,0.4004,-0.17733,-0.0046645,0.39933,-0.1803,0.038494,0.38549,-0.16526,0.032456,0.38125,-0.14431,0.040794,0.38837,-0.13911,-0.00018699,0.39136,-0.13687,0.026839,0.40022,-0.13506,0.043765,0.41254,-0.12772,0.0039186,0.41474
