-0.16091,0.011188,0.38263,-0.17566,0.026536,0.38607,-0.16113,0.022707,0.38103,-0.16957,-0.0018751,0.38578,-0.16598,0.047288,0.37988,-0.15411,0.00020722,0.37949,-0.17462,0.0091497,0.38804,-0.16755,0.002294,0.42523,-0.17758,0.018215,0.41353,-0.18423,0.030087,0.40119,-0.17715,-0.0020155,0.40205,-0.18182,0.042094,0.38653,-0.16081,0.032232,0.38226,-0.14446,0.041417,0.38925,-0.13765,0.00021675,0.38999,-0.13662,0.027147,0.40037,-0.13484,0.044149,0.41239,-0.12661,0.0045866,0.41387,-0.16232,0.0036929,0.37829
-0.16115,0.010945,0.3816,-0.17478,0.026467,0.38435,-0.16113,0.022507,0.37998,-0.16945,-0.0018161,0.38507,-0.16509,0.047426,0.37922,-0.15361,0.00010186,0.37842,-0.17328,0.0092983,0.38463,-0.16722,0.0028935,0.42583,-0.17758,0.018216,0.41353,-0.18328,0.030522,0.40171,-0.17731,-0.0017423,0.40203,-0.18217,0.041926,0.38635,-0.16081,0.032209,0.38119,-0.14333,0.040779,0.38583,-0.13758,7.763e-05,0.38898,-0.13628,0.026995,0.39808,-0.13415,0.04392,0.41025,-0.12601,0.0045501,0.41046,-0.16253,0.0036977,0.37838
-0.16246,0.010592,0.382,-0.17294,0.024522,0.38652,-0.16183,0.022317,0.38043,-0.17073,-0.0019481,0.38646,-0.16613,0.047173,0.37966,-0.15554,-0.00032712,0.37916,-0.1747,0.009112,0.38689,-0.16801,0.0025984,0.42536,-0.17942,0.017565,0.41262,-0.18548,0.029519,0.40085,-0.17796,-0.0016567,0.40209,-0.1842,0.041356,0.38601,-0.16154,0.032368,0.38352,-0.14407,0.04099,0.38783,-0.13767,-0.00019829,0.38883,-0.13695,0.027212,0.40133,-0.13498,0.043935,0.41219,-0.12672,0.0045694,0.41213,-0.16358,0.0033577,0.3781
-0.16192,0.010794,0.38219,-0.1766,0.026287,0.38533,-0.16194,0.02239,0.381,-0.17108,-0.0021397,0.38635,-0.16701,0.04682,0.37982,-0.15496,-0.00028082,0.37941,-0.17563,0.0088986,0.38739,-0.16848,0.0028337,0.42525,-0.18024,0.01722,0.41214,-0.18541,0.02973,0.4011,-0.17973,-0.0019873,0.40154,-0.18457,0.041179,0.38582,-0.16138,0.032335,0.38313,-0.14461,0.041142,0.38927,-0.13819,-0.00011629,0.39078,-0.13688,0.02708,0.40063,-0.1349,0.043777,0.41211,-0.12682,0.0042907,0.41358,-0.16466,0.0036321,0.37789
-0.16262,0.010521,0.38187,-0.1766,0.026347,0.38628,-0.16155,0.022522,0.38101,-0.17131,-0.001982,0.38713,-0.16575,0.047494,0.38033,-0.15517,-0.00025782,0.37965,-0.17531,0.0090867,0.38776,-0.16945,0.00268,0.42477,-0.17932,0.017548,0.41309,-0.18486,0.029982,0.4014,-0.1803,-0.0018701,0.40129,-0.17886,0.040021,0.38652,-0.16605,0.033663,0.38129,-0.14428,0.041049,0.3884,-0.1386,-0.00011665,0.39196,-0.13713,0.027129,0.40136,-0.13504,0.04382,0.41252,-0.12692,0.0042943,0.41391,-0.1633,0.0037257,0.37828
-0.16229,0.010709,0.38144,-0.17602,0.026361,0.38435,-0.16132,0.022311,0.37951,-0.17123,-0.0022221,0.38544,-0.16621,0.047036,0.37925,-0.15526,-0.00032083,0.37862,-0.17499,0.0092017,0.3855,-0.16918,0.002947,0.42553,-0.18059,0.017243,0.41252,-0.18498,0.029927,0.40134,-0.18086,-0.002336,0.40146,-0.18281,0.041846,0.38618,-0.16104,0.032268,0.38233,-0.14347,0.040818,0.38621,-0.13798,9.6442e-06,0.38971,-0.13642,0.026767,0.39894,-0.13425,0.043565,0.41011,-0.12632,0.0041236,0.41146,-0.16397,0.0038852,0.37821
-0.16221,0.016365,0.38069,-0.18101,0.028336,0.38512,-0.16882,0.024151,0.38133,-0.17145,-0.0019738,0.3858,-0.16576,0.046848,0.37886,-0.15063,-0.0019126,0.37875,-0.17565,0.0093761,0.38768,-0.17048,0.0024573,0.42476,-0.17911,0.018269,0.41393,-0.185,0.03014,0.4013,-0.18066,-0.00181,0.40141,-0.18292,0.041795,0.38612,-0.1608,0.03222,0.38175,-0.14356,0.040845,0.38646,-0.13783,-0.00019678,0.38808,-0.13663,0.026809,0.39956,-0.13472,0.043717,0.41155,-0.12662,0.0041334,0.41246,-0.15911,0.0051822,0.38034
-0.16624,0.012157,0.38092,-0.17615,0.026706,0.38581,-0.16167,0.022248,0.38116,-0.17151,-0.0017795,0.38704,-0.16464,0.047832,0.38048,-0.15151,-0.0019242,0.38096,-0.175,0.0094272,0.38742,-0.16935,0.0029673,0.42508,-0.17984,0.018081,0.41333,-0.18519,0.030236,0.40136,-0.18049,-0.0017838,0.40174,-0.1786,0.040216,0.38651,-0.16469,0.034332,0.38261,-0.1447,0.040928,0.38992,-0.13839,-0.00019871,0.39087,-0.13685,0.026853,0.40021,-0.13489,0.043774,0.41208,-0.12727,0.003973,0.41399,-0.15882,0.0052556,0.38134
-0.16781,0.011712,0.38052,-0.17672,0.0266,0.38525,-0.16236,0.021979,0.3808,-0.17231,-0.0020559,0.38701,-0.1662,0.04698,0.37993,-0.15171,-0.0019265,0.38146,-0.1756,0.0093827,0.38763,-0.16971,0.0030174,0.42471,-0.18029,0.017891,0.41307,-0.18726,0.029575,0.40056,-0.18208,-0.0022221,0.40142,-0.18357,0.042073,0.38594,-0.16206,0.032472,0.38475,-0.14386,0.040692,0.38767,-0.1388,-0.00054028,0.39116,-0.13727,0.026919,0.40073,-0.13491,0.04378,0.41214,-0.12732,0.0040048,0.41425,-0.15926,0.0051004,0.38116
-0.16731,0.011703,0.38065,-0.17704,0.026539,0.38598,-0.16224,0.021964,0.38052,-0.17268,-0.0018623,0.38728,-0.16614,0.047226,0.38015,-0.15182,-0.001928,0.38175,-0.17586,0.0092848,0.38815,-0.17073,0.0027525,0.42517,-0.18049,0.017982,0.41308,-0.18664,0.029858,0.4009,-0.18278,-0.002267,0.40119,-0.17959,0.040139,0.38649,-0.16713,0.033574,0.38211,-0.1437,0.040884,0.38683,-0.13901,-0.00044921,0.3914,-0.13703,0.026952,0.40061,-0.13526,0.043893,0.41321,-0.12748,0.0037081,0.41379,-0.15968,0.0050338,0.38145
