-0.15373,-0.0021917,0.38472,-0.17253,-0.0036072,0.38495,-0.17631,0.025213,0.38521,-0.16259,0.020783,0.37908,-0.17975,0.038433,0.38497,-0.17458,0.0083022,0.38549,-0.16649,0.046079,0.37893,-0.1661,0.03231,0.37907,-0.17853,0.034961,0.4234,-0.16841,-0.00072845,0.42246,-0.17702,0.01529,0.41254,-0.18343,0.027992,0.40017,-0.17834,-0.0049887,0.39902,-0.14361,0.040858,0.38658,-0.13905,-0.00068605,0.38878,-0.137,0.026671,0.39958,-0.13476,0.043731,0.41167,-0.1275,0.0033393,0.41153
-0.15475,-0.0023211,0.38586,-0.17268,-0.0036197,0.38523,-0.17643,0.025141,0.38509,-0.16291,0.020559,0.37938,-0.17959,0.038641,0.38519,-0.17498,0.0083369,0.38625,-0.16181,0.045893,0.38196,-0.16658,0.032381,0.38009,-0.17806,0.035187,0.42368,-0.16826,-0.00089729,0.42258,-0.17794,0.014897,0.41202,-0.1842,0.027633,0.39975,-0.17946,-0.0053885,0.3988,-0.144,0.04097,0.38765,-0.13946,-0.00072,0.39116,-0.13699,0.026744,0.40073,-0.13458,0.043671,0.41111,-0.12847,0.0037249,0.41552
-0.15428,-0.0022598,0.38577,-0.17327,-0.0037221,0.38539,-0.17662,0.025091,0.3848,-0.16259,0.020731,0.3788,-0.17953,0.038611,0.385,-0.17503,0.0082896,0.38562,-0.16714,0.04586,0.3792,-0.16607,0.032847,0.38055,-0.17758,0.035201,0.42432,-0.16785,-0.00074246,0.42282,-0.17689,0.015348,0.41262,-0.18415,0.027657,0.39978,-0.1788,-0.0051381,0.39916,-0.14407,0.04099,0.38783,-0.13967,-0.00072103,0.39176,-0.13748,0.026699,0.40163,-0.1349,0.043777,0.41211,-0.12831,0.0034239,0.41454
-0.15446,-0.0020217,0.38573,-0.17265,-0.0035854,0.38569,-0.17697,0.025325,0.38537,-0.16223,0.020973,0.38,-0.17993,0.038662,0.38574,-0.17522,0.0085263,0.38605,-0.16728,0.045726,0.3791,-0.16665,0.032597,0.38035,-0.17809,0.035169,0.42366,-0.16762,-0.00065305,0.42296,-0.17832,0.014737,0.4118,-0.18364,0.027896,0.40006,-0.17899,-0.0047646,0.39879,-0.14396,0.040718,0.38792,-0.13944,-0.00077943,0.38996,-0.13763,0.02652,0.40162,-0.13523,0.043883,0.41311,-0.12849,0.0034278,0.41512
-0.15364,-0.0018048,0.38606,-0.17143,-0.0030649,0.38656,-0.17612,0.025474,0.3854,-0.16268,0.020784,0.3798,-0.17871,0.039134,0.38587,-0.175,0.0086381,0.38642,-0.16614,0.046167,0.3788,-0.16633,0.032753,0.38033,-0.17752,0.035641,0.42461,-0.16812,-0.0003314,0.423,-0.17734,0.01512,0.41196,-0.18348,0.027968,0.40014,-0.17771,-0.0043411,0.39988,-0.14438,0.04066,0.38868,-0.13983,-0.00092696,0.39068,-0.1374,0.026361,0.40139,-0.13469,0.043708,0.41146,-0.12845,0.0032727,0.41402
-0.15449,-0.0018238,0.3862,-0.1724,-0.0035392,0.38543,-0.17684,0.025293,0.38505,-0.16234,0.020889,0.37925,-0.17889,0.039007,0.38562,-0.17516,0.0083563,0.38573,-0.1675,0.045684,0.37855,-0.167,0.032491,0.38036,-0.17729,0.035755,0.42475,-0.16735,1.5508e-05,0.42365,-0.17741,0.015533,0.41246,-0.18486,0.027323,0.39938,-0.17883,-0.0043765,0.39941,-0.14421,0.040435,0.38783,-0.13984,-0.00084985,0.3901,-0.13734,0.026348,0.40121,-0.13503,0.043817,0.41249,-0.12887,0.0032844,0.41538
-0.15462,-0.0019104,0.3858,-0.17342,-0.0037491,0.38538,-0.17684,0.025184,0.38463,-0.16255,0.020767,0.379,-0.17982,0.038453,0.3848,-0.1757,0.0082488,0.38603,-0.16673,0.045907,0.37905,-0.16676,0.032332,0.3799,-0.17747,0.035863,0.42493,-0.16789,0.00016139,0.42328,-0.17881,0.014609,0.41162,-0.18481,0.027347,0.39941,-0.17918,-0.0045089,0.39922,-0.14448,0.04069,0.38896,-0.14041,-0.00085329,0.39171,-0.13737,0.026355,0.4013,-0.13454,0.043658,0.41099,-0.12861,0.0032776,0.41452
-0.15488,-0.0018686,0.38623,-0.17266,-0.0034322,0.38554,-0.17745,0.025215,0.38573,-0.16415,0.020275,0.37968,-0.17978,0.038584,0.38483,-0.17577,0.0082947,0.38573,-0.16206,0.045963,0.38254,-0.16666,0.032461,0.38031,-0.17684,0.036164,0.42531,-0.16858,-0.00016463,0.42329,-0.17918,0.014775,0.41145,-0.18527,0.027132,0.39916,-0.17921,-0.0045221,0.3992,-0.14439,0.040664,0.38871,-0.14027,-0.00089147,0.39092,-0.13769,0.026336,0.40096,-0.13483,0.043583,0.41108,-0.12933,0.0034354,0.41587
-0.1572,-0.0017309,0.38022,-0.17213,-0.0030035,0.38746,-0.17626,0.025451,0.38453,-0.16176,0.020934,0.37937,-0.1791,0.039039,0.38523,-0.17569,0.0085171,0.38512,-0.16532,0.04667,0.37952,-0.16606,0.032623,0.3801,-0.17624,0.036576,0.4255,-0.16716,0.00020072,0.42454,-0.17829,0.015154,0.41196,-0.18381,0.02811,0.40031,-0.17878,-0.0040837,0.39978,-0.14527,0.040911,0.39108,-0.14066,-0.0011358,0.39151,-0.13733,0.026176,0.40075,-0.13491,0.04378,0.41214,-0.12942,0.003182,0.41642
-0.15718,-0.00167,0.38067,-0.17306,-0.0034357,0.38624,-0.177,0.025425,0.3855,-0.16124,0.021107,0.37936,-0.17942,0.038839,0.38532,-0.17572,0.0085209,0.38576,-0.16519,0.046588,0.37906,-0.16665,0.032396,0.38,-0.17757,0.035815,0.42487,-0.16981,-0.00080043,0.42298,-0.17947,0.015169,0.4112,-0.18471,0.027584,0.40003,-0.178,-0.0038517,0.4006,-0.14376,0.040309,0.38663,-0.14052,-0.0010291,0.3908,-0.13728,0.026168,0.40062,-0.13503,0.043459,0.41114,-0.12859,0.0029211,0.41255
