1,0,0
2,0,6
3,0,12
4,0,18
5,0,24
6,0,30
7,0,36
8,0,42
9,0,48
10,0,54
11,0,60
12,0,66
13,0,72
14,0,78
15,0,84
16,0,90
17,0,96
18,0,102
19,0,108
20,0,114
21,0,120
22,0,126
23,0,132
24,0,138
25,0,144
26,0,150
27,0,156
28,0,162
29,0,168
30,0,174
31,0,180
32,0,186
33,0,192
34,0,198
35,0,204
36,0,210
37,0,216
38,0,222
39,0,228
40,0,234
41,0,240
42,0,246
43,0,252
44,0,258
45,0,264
46,0,270
47,0,276
48,0,282
49,0,288
50,0,294
51,0,300
52,6,0
53,6,6
54,6,12
55,6,18
56,6,24
57,6,30
58,6,36
59,6,42
60,6,48
61,6,54
62,6,60
63,6,66
64,6,72
65,6,78
66,6,84
67,6,90
68,6,96
69,6,102
70,6,108
71,6,114
72,6,120
73,6,126
74,6,132
75,6,138
76,6,144
77,6,150
78,6,156
79,6,162
80,6,168
81,6,174
82,6,180
83,6,186
84,6,192
85,6,198
86,6,204
87,6,210
88,6,216
89,6,222
90,6,228
91,6,234
92,6,240
93,6,246
94,6,252
95,6,258
96,6,264
97,6,270
98,6,276
99,6,282
100,6,288
101,6,294
102,6,300
103,12,0
104,12,6
105,12,12
106,12,18
107,12,24
108,12,30
109,12,36
110,12,42
111,12,48
112,12,54
113,12,60
114,12,66
115,12,72
116,12,78
117,12,84
118,12,90
119,12,96
120,12,102
121,12,108
122,12,114
123,12,120
124,12,126
125,12,132
126,12,138
127,12,144
128,12,150
129,12,156
130,12,162
131,12,168
132,12,174
133,12,180
134,12,186
135,12,192
136,12,198
137,12,204
138,12,210
139,12,216
140,12,222
141,12,228
142,12,234
143,12,240
144,12,246
145,12,252
146,12,258
147,12,264
148,12,270
149,12,276
150,12,282
151,12,288
152,12,294
153,12,300
154,18,0
155,18,6
156,18,12
157,18,18
158,18,24
159,18,30
160,18,36
161,18,42
162,18,48
163,18,54
164,18,60
165,18,66
166,18,72
167,18,78
168,18,84
169,18,90
170,18,96
171,18,102
172,18,108
173,18,114
174,18,120
175,18,126
176,18,132
177,18,138
178,18,144
179,18,150
180,18,156
181,18,162
182,18,168
183,18,174
184,18,180
