-0.077992,0.062863,0.52359,-0.12639,0.1289,0.55036,-0.12381,0.061559,0.50677,-0.1344,0.1286,0.56342,-0.12374,0.067042,0.52332,-0.086873,0.11975,0.57372,-0.087686,0.064321,0.53523,-0.098827,0.053997,0.51539,-0.078473,0.052114,0.52706
-0.079449,0.060096,0.5235,-0.1268,0.12653,0.55002,-0.12108,0.066085,0.50631,-0.13456,0.12687,0.56289,-0.12542,0.064151,0.52274,-0.087227,0.11636,0.5731,-0.0892,0.06149,0.53456,-0.10055,0.051268,0.51572,-0.079996,0.049075,0.52779
-0.080342,0.057523,0.52099,-0.12672,0.12456,0.54836,-0.12018,0.067523,0.50531,-0.13437,0.12488,0.56158,-0.1264,0.062287,0.52139,-0.087075,0.1138,0.57121,-0.090169,0.059343,0.53271,-0.10192,0.049393,0.51329,-0.080762,0.047165,0.52542
-0.081492,0.055335,0.51862,-0.12647,0.12334,0.54698,-0.12091,0.065599,0.50272,-0.13376,0.12308,0.56021,-0.12791,0.05983,0.51982,-0.086783,0.11186,0.56948,-0.091417,0.056752,0.53077,-0.10316,0.0475,0.51086,-0.081624,0.04497,0.52086
-0.082581,0.053379,0.51549,-0.1261,0.1215,0.5445,-0.12183,0.063887,0.49986,-0.13329,0.12146,0.55825,-0.12843,0.05912,0.51733,-0.086049,0.10956,0.56678,-0.092007,0.05497,0.52778,-0.10422,0.045805,0.50892,-0.083372,0.042449,0.51971
-0.083463,0.051277,0.51272,-0.1259,0.11968,0.54251,-0.12248,0.062602,0.49816,-0.13283,0.11993,0.5563,-0.12932,0.056965,0.51513,-0.085667,0.1075,0.56385,-0.092613,0.052792,0.52518,-0.1051,0.044103,0.50518,-0.084211,0.040476,0.51551
-0.084537,0.049089,0.50978,-0.12571,0.11793,0.54043,-0.12375,0.060791,0.49545,-0.13259,0.11815,0.5546,-0.13013,0.056273,0.51288,-0.085617,0.10551,0.5614,-0.093557,0.050767,0.52248,-0.10622,0.042272,0.50332,-0.085315,0.038233,0.51285
-0.085719,0.046621,0.50744,-0.12542,0.11604,0.53823,-0.1252,0.059326,0.49312,-0.13209,0.11635,0.55287,-0.13104,0.054602,0.51074,-0.085349,0.10342,0.55908,-0.094495,0.048711,0.52042,-0.10787,0.040344,0.50086,-0.086513,0.036121,0.51042
-0.086851,0.044982,0.50486,-0.12542,0.11472,0.53645,-0.12643,0.057665,0.49112,-0.13163,0.11495,0.55088,-0.13205,0.052498,0.50864,-0.08506,0.10129,0.5566,-0.09534,0.046882,0.51762,-0.10946,0.038333,0.49843,-0.087626,0.034176,0.50809
-0.0882,0.043071,0.50181,-0.12514,0.11297,0.53475,-0.12742,0.056263,0.48945,-0.1315,0.11287,0.54909,-0.13303,0.051255,0.50648,-0.084868,0.098847,0.55412,-0.096603,0.044276,0.51504,-0.11049,0.03654,0.49584,-0.089112,0.032129,0.50526
-0.089349,0.040964,0.49901,-0.12492,0.11151,0.53215,-0.12868,0.054967,0.48726,-0.13142,0.11092,0.54696,-0.13438,0.049351,0.50441,-0.084582,0.096733,0.55122,-0.097561,0.042981,0.51234,-0.11168,0.034738,0.49288,-0.090378,0.030192,0.50071
-0.090511,0.038758,0.49606,-0.12504,0.10966,0.53065,-0.12993,0.053385,0.4857,-0.13126,0.10914,0.54519,-0.13575,0.047928,0.50253,-0.084883,0.094429,0.54892,-0.098819,0.040592,0.50982,-0.11315,0.032936,0.49078,-0.091663,0.028214,0.49894
-0.091813,0.036619,0.49358,-0.1252,0.10758,0.5282,-0.13178,0.051931,0.48331,-0.13085,0.10788,0.54303,-0.13701,0.045473,0.50037,-0.08472,0.092224,0.54644,-0.09993,0.038912,0.50696,-0.11482,0.031275,0.48831,-0.092973,0.026273,0.49595
-0.093252,0.034501,0.49044,-0.12528,0.10609,0.52596,-0.13303,0.050682,0.48128,-0.13044,0.10636,0.54088,-0.1378,0.044647,0.49867,-0.084759,0.089208,0.54374,-0.10138,0.036276,0.50436,-0.11637,0.029973,0.48538,-0.094535,0.024445,0.49301
-0.094869,0.032676,0.48793,-0.12538,0.10449,0.524,-0.13404,0.048844,0.47844,-0.13059,0.10459,0.53878,-0.13919,0.043131,0.4966,-0.084696,0.087052,0.54115,-0.10273,0.034302,0.50181,-0.11786,0.027982,0.48294,-0.096426,0.022482,0.49053
-0.096472,0.030537,0.4857,-0.12554,0.10277,0.52192,-0.13576,0.047704,0.47729,-0.13052,0.1027,0.53705,-0.14068,0.040737,0.49448,-0.085102,0.085056,0.53839,-0.10397,0.031929,0.49921,-0.11939,0.026431,0.48109,-0.097723,0.020615,0.48783
-0.095448,0.031449,0.48292,-0.1257,0.10073,0.52034,-0.13698,0.046487,0.4753,-0.1308,0.10108,0.53544,-0.14189,0.039724,0.49309,-0.085701,0.082422,0.53626,-0.10532,0.029634,0.49727,-0.12113,0.024936,0.47792,-0.099837,0.021987,0.48362
-0.09697,0.029838,0.4801,-0.1257,0.099414,0.51761,-0.13869,0.044943,0.47246,-0.13058,0.099602,0.53298,-0.1432,0.038017,0.49049,-0.085523,0.080553,0.53285,-0.10663,0.028218,0.49409,-0.12294,0.023407,0.47576,-0.10134,0.020476,0.4805
-0.10133,0.0249,0.47675,-0.12595,0.097965,0.51552,-0.14024,0.043613,0.47085,-0.13039,0.097921,0.53087,-0.14434,0.036284,0.48851,-0.085868,0.079201,0.53019,-0.10802,0.02653,0.49177,-0.12437,0.022047,0.47315,-0.10285,0.015275,0.47882
-0.099969,0.025772,0.4737,-0.12625,0.096517,0.51354,-0.14148,0.043029,0.46863,-0.1306,0.095932,0.52868,-0.14607,0.034638,0.48656,-0.086144,0.076037,0.52737,-0.10949,0.024819,0.48918,-0.12624,0.020592,0.47134,-0.10486,0.016827,0.47522
-0.10201,0.024066,0.4721,-0.12678,0.094301,0.51103,-0.14304,0.040904,0.46681,-0.13043,0.094806,0.52664,-0.14711,0.034838,0.48449,-0.086582,0.073844,0.52463,-0.11094,0.022907,0.48661,-0.12775,0.018914,0.46908,-0.10679,0.014663,0.47248
-0.10376,0.022148,0.46898,-0.12711,0.093392,0.50918,-0.14481,0.039593,0.46609,-0.13098,0.092419,0.52436,-0.14876,0.033187,0.48221,-0.086967,0.072455,0.52185,-0.11266,0.021686,0.48406,-0.1304,0.01741,0.46726,-0.10862,0.012932,0.46954
