-0.082673,0.085932,0.55039
-0.083612,0.082717,0.55045
-0.083919,0.080482,0.54831
-0.084204,0.078415,0.54517
-0.08471,0.076005,0.54324
-0.084939,0.073988,0.53968
-0.085466,0.071872,0.53713
-0.085931,0.06977,0.53475
-0.086343,0.067733,0.53235
-0.08699,0.065488,0.52969
-0.08748,0.063463,0.52597
-0.088273,0.061322,0.52393
-0.088846,0.059249,0.5212
-0.089647,0.056827,0.51838
-0.090561,0.054767,0.51584
-0.091413,0.052836,0.51311
-0.092769,0.052205,0.50994
-0.093432,0.050515,0.50667
-0.094359,0.047238,0.5045
-0.095502,0.046432,0.5013
-0.096686,0.044254,0.49856
-0.097794,0.042694,0.49569
-0.099182,0.040595,0.49318
-0.10036,0.038674,0.49042
-0.10152,0.036963,0.48765
-0.10288,0.035127,0.48474
-0.10418,0.033552,0.48201
-0.10559,0.031584,0.47935
-0.10685,0.030318,0.47643
-0.10861,0.028327,0.47357
-0.11008,0.026326,0.4706
-0.1117,0.024679,0.46821
-0.11326,0.023298,0.46549
-0.11477,0.020539,0.46354
-0.11649,0.019922,0.46009
-0.083337,0.085111,0.552
-0.083108,0.083393,0.54927
-0.083614,0.08102,0.54734
-0.083907,0.078934,0.54415
-0.084363,0.076953,0.54184
-0.084625,0.074555,0.53916
-0.085134,0.072493,0.53653
-0.085465,0.070273,0.53375
-0.085877,0.06802,0.53082
-0.086615,0.065915,0.52866
-0.087254,0.063872,0.52562
-0.087888,0.061708,0.52294
-0.088532,0.059408,0.52036
-0.089458,0.057556,0.51775
-0.090216,0.055373,0.51496
-0.091085,0.053434,0.51221
-0.09228,0.052906,0.50896
-0.092879,0.049436,0.50653
-0.094261,0.049093,0.50323
-0.095242,0.047062,0.50049
-0.096035,0.043397,0.49845
-0.097336,0.041128,0.49572
-0.098892,0.041268,0.49251
-0.10001,0.039231,0.48966
-0.10135,0.037799,0.48682
-0.10269,0.035575,0.484
-0.10379,0.033849,0.48113
-0.10532,0.031816,0.47852
-0.10672,0.030558,0.47567
-0.10815,0.028931,0.47287
-0.10985,0.026724,0.46976
-0.11156,0.025449,0.46738
-0.11311,0.02362,0.46477
-0.11447,0.021996,0.46192
-0.11599,0.019335,0.45997
-0.084873,0.083248,0.55485
-0.084469,0.081975,0.55166
-0.084613,0.079888,0.54958
-0.084679,0.077828,0.54609
-0.085137,0.075567,0.5437
-0.085218,0.073478,0.54022
-0.085798,0.071401,0.5379
-0.086107,0.069347,0.53519
-0.086469,0.067856,0.5319
-0.087051,0.065392,0.529
-0.087662,0.063268,0.5263
-0.087953,0.061542,0.52288
-0.088634,0.059256,0.52065
-0.089428,0.057453,0.51772
-0.09029,0.055062,0.51547
-0.091118,0.053358,0.51232
-0.091989,0.051224,0.5096
-0.093456,0.051001,0.50608
-0.094266,0.048991,0.50328
-0.095227,0.04729,0.50042
-0.096328,0.045208,0.49777
-0.097685,0.042711,0.49521
-0.098874,0.041239,0.49232
-0.10007,0.039077,0.48966
-0.10135,0.037196,0.48674
-0.10256,0.035914,0.48386
-0.10384,0.03372,0.48115
-0.10537,0.031682,0.47859
-0.10663,0.03061,0.47559
-0.10817,0.028843,0.47288
-0.11001,0.0265,0.46997
-0.11152,0.025295,0.46731
-0.11303,0.023588,0.46478
-0.11437,0.020825,0.46274
