-0.0437,0.019087,0.60771,-0.091831,0.014351,0.61297
-0.039512,0.018701,0.60537,-0.086561,0.011615,0.60971
-0.039854,0.018186,0.60521,-0.089388,0.0037934,0.60534
-0.041773,0.017594,0.6047,-0.083887,0.0042728,0.60293
-0.040904,0.016868,0.60437,-0.080868,0.0010608,0.60058
-0.04012,0.012865,0.60333,-0.080732,-0.0029807,0.59761
-0.039842,0.012651,0.60294,-0.076729,-0.0052377,0.59565
-0.024632,0.019118,0.60738,-0.073015,0.014535,0.61368
-0.025492,0.018536,0.60645,-0.072929,0.011152,0.61019
-0.023185,0.015958,0.60559,-0.069095,0.0037609,0.60608
-0.022709,0.015625,0.6048,-0.06603,0.00099291,0.60247
-0.025927,0.017072,0.60449,-0.062862,-0.00096467,0.59974
-0.023331,0.014726,0.60496,-0.059917,-0.0032975,0.59846
-0.024363,0.012958,0.60289,-0.056793,-0.0069427,0.59618
-0.004306,0.020053,0.60737,-0.052597,0.014522,0.61448
-0.0030801,0.019081,0.60575,-0.049932,0.01123,0.61053
-0.0038286,0.01897,0.60522,-0.049744,0.0073142,0.60726
-0.0032473,0.017511,0.60464,-0.045866,0.0038269,0.60446
-0.002984,0.017128,0.60342,-0.042235,0.0012161,0.60096
-0.0027203,0.013155,0.60315,-0.039403,-0.004294,0.59781
-0.0031862,0.012543,0.60279,-0.034052,-0.0046763,0.59637
0.018336,0.019773,0.60674,-0.029453,0.014628,0.61377
0.018809,0.019102,0.60545,-0.028196,0.011439,0.6106
0.018254,0.018543,0.60459,-0.026947,0.0083197,0.60689
0.017707,0.018274,0.60397,-0.02157,0.0026954,0.60297
0.019103,0.017268,0.60314,-0.020544,0.0013368,0.60036
0.0188,0.013402,0.60234,-0.017618,-0.0048737,0.59748
0.019001,0.012594,0.60215,-0.013572,-0.0062719,0.59531
0.040996,0.019246,0.60694,-0.0067672,0.014984,0.61309
0.039192,0.019243,0.60636,-0.0079683,0.011682,0.61111
0.039203,0.018397,0.60569,-0.0055845,0.0083814,0.60681
0.039843,0.017825,0.60416,-0.0027341,0.0045441,0.60315
0.040517,0.013526,0.6034,0.00091708,-0.0010302,0.59922
0.04079,0.012713,0.60275,0.0046259,-0.0040969,0.597
0.041266,0.012134,0.60221,0.0082888,-0.0062004,0.59372
0.063923,0.014474,0.60886,0.013237,0.015504,0.61343
0.061212,0.018123,0.6073,0.014798,0.0118,0.60992
0.0625,0.018489,0.60595,0.018177,0.0086717,0.60607
0.062966,0.015909,0.60514,0.021189,0.0054021,0.60188
0.062146,0.012227,0.60418,0.02322,-0.0011254,0.5989
0.060775,0.011536,0.60309,0.025069,-0.0036115,0.59722
0.061871,0.011375,0.60222,0.029581,-0.0063171,0.59335
0.083499,0.019654,0.60728,0.035929,0.015324,0.61358
0.084147,0.017717,0.60634,0.037649,0.011557,0.60988
0.084211,0.016053,0.60634,0.03942,0.0078445,0.60654
0.082251,0.01571,0.60576,0.040345,0.0041925,0.60292
0.083792,0.011302,0.60412,0.044574,-0.0029998,0.59975
0.08362,0.010674,0.60493,0.047098,-0.0052851,0.59713
0.084784,0.010007,0.60366,0.052484,-0.0073805,0.59443
0.1059,0.015496,0.60885,0.020438,0.0035137,0.61512
0.10601,0.015402,0.60867,0.020547,0.00342,0.61493
0.1065,0.014197,0.60821,0.021033,0.0022146,0.61448
0.10518,0.013575,0.60712,0.019715,0.0015926,0.61338
0.10648,0.0095447,0.60566,0.021016,-0.0024375,0.61193
0.10665,0.0092144,0.60503,0.021182,-0.0027678,0.6113
0.10768,0.00871,0.6042,0.022214,-0.0032722,0.61047
