-0.10736,0.039126,0.37465,-0.060084,0.032201,0.3689,-0.095994,0.041406,0.39236
-0.10657,0.037907,0.37703,-0.059502,0.031562,0.36966,-0.093643,0.040677,0.39372
-0.1052,0.035877,0.37919,-0.059644,0.031297,0.3697,-0.0917,0.039021,0.39566
-0.10413,0.033356,0.38176,-0.059667,0.031169,0.37001,-0.090635,0.036799,0.398
-0.10299,0.031472,0.38612,-0.059582,0.030477,0.37059,-0.086416,0.036215,0.39771
-0.10125,0.029568,0.38666,-0.059558,0.030052,0.37158,-0.084774,0.035273,0.39871
-0.099673,0.02802,0.38837,-0.059829,0.029756,0.37211,-0.081947,0.033791,0.39958
-0.097457,0.026051,0.39035,-0.059344,0.029528,0.37156,-0.080323,0.032473,0.39999
-0.095339,0.024908,0.39219,-0.059062,0.029287,0.37223,-0.077171,0.032284,0.4003
-0.092956,0.023358,0.39331,-0.058959,0.028992,0.37259,-0.074988,0.032275,0.40013
-0.091045,0.022483,0.39481,-0.058911,0.028752,0.37268,-0.072874,0.029794,0.40259
-0.1022,0.038898,0.37347,-0.055148,0.032245,0.36893,-0.091192,0.041589,0.39164
-0.1018,0.037085,0.37654,-0.055288,0.031762,0.36957,-0.089157,0.039594,0.39381
-0.10104,0.035582,0.37895,-0.055524,0.031562,0.36968,-0.087291,0.038456,0.39525
-0.10019,0.033688,0.3814,-0.055345,0.031206,0.36952,-0.086581,0.03688,0.39717
-0.098299,0.031286,0.38464,-0.055244,0.03062,0.37048,-0.082337,0.036722,0.39742
-0.097302,0.029725,0.38718,-0.055414,0.030143,0.37118,-0.080339,0.03407,0.39916
-0.095177,0.027788,0.38798,-0.055272,0.029876,0.37107,-0.078718,0.032558,0.39973
-0.093182,0.026249,0.38947,-0.05532,0.029419,0.372,-0.073761,0.03168,0.3873
-0.091371,0.02633,0.39137,-0.054814,0.029008,0.37234,-0.073283,0.032516,0.4
-0.088664,0.02313,0.39307,-0.054726,0.029012,0.37297,-0.071405,0.03033,0.40137
-0.086489,0.022026,0.39406,-0.054697,0.028955,0.37358,-0.068864,0.030295,0.40067
-0.096143,0.039467,0.37326,-0.048992,0.031909,0.36848,-0.085115,0.042003,0.39139
-0.095591,0.037519,0.37617,-0.048902,0.031293,0.36897,-0.08302,0.039874,0.3932
-0.094686,0.035475,0.37835,-0.049021,0.03098,0.36936,-0.080464,0.038223,0.39484
-0.093801,0.033553,0.38176,-0.049048,0.031062,0.36977,-0.078643,0.037371,0.39588
-0.091575,0.031025,0.38454,-0.048829,0.030362,0.37057,-0.076152,0.035682,0.39736
-0.090601,0.029361,0.38714,-0.048688,0.02989,0.37046,-0.074224,0.035325,0.39809
-0.088464,0.02757,0.38908,-0.048454,0.029525,0.37141,-0.072526,0.033862,0.39981
-0.08689,0.02652,0.38906,-0.04868,0.029558,0.37142,-0.067781,0.033121,0.38616
-0.08496,0.024678,0.39164,-0.048445,0.028881,0.37243,-0.066609,0.0318,0.38804
-0.08258,0.023145,0.393,-0.04827,0.02861,0.37286,-0.065207,0.030826,0.38899
-0.080603,0.022216,0.39387,-0.048077,0.028443,0.37325,-0.062418,0.031175,0.40045
-0.089785,0.039168,0.37306,-0.042622,0.032463,0.36804,-0.078755,0.041845,0.39115
-0.089282,0.037602,0.37606,-0.042553,0.032125,0.36843,-0.076788,0.040003,0.39289
-0.088147,0.035285,0.37862,-0.042345,0.03111,0.36951,-0.073907,0.038396,0.39472
-0.087012,0.033008,0.38225,-0.042271,0.030699,0.37003,-0.073001,0.036523,0.39767
-0.085898,0.031281,0.3848,-0.042353,0.030623,0.37066,-0.069221,0.035375,0.39718
-0.084167,0.029345,0.387,-0.042091,0.029978,0.37123,-0.067378,0.034956,0.39794
-0.081891,0.027185,0.38794,-0.042113,0.029559,0.37134,-0.065553,0.034971,0.39866
-0.080341,0.025601,0.3899,-0.041977,0.029231,0.37212,-0.062878,0.033196,0.39907
-0.0781,0.024237,0.39096,-0.04189,0.028982,0.37209,-0.061296,0.032172,0.3998
-0.075879,0.023293,0.39298,-0.041556,0.028179,0.3726,-0.058116,0.031688,0.40001
-0.073616,0.022106,0.39307,-0.041361,0.028011,0.37295,-0.056543,0.030841,0.40019
-0.083027,0.038889,0.37264,-0.035918,0.032084,0.36821,-0.071629,0.041822,0.39061
-0.082492,0.036927,0.37567,-0.03598,0.032043,0.36854,-0.06998,0.040698,0.3923
-0.081604,0.035013,0.37789,-0.035638,0.030677,0.36928,-0.067591,0.039437,0.39363
-0.080778,0.033445,0.38101,-0.03565,0.030048,0.36974,-0.065848,0.037989,0.39509
-0.078962,0.030968,0.38455,-0.03579,0.029809,0.37052,-0.062616,0.036085,0.39684
-0.07698,0.028744,0.38602,-0.035704,0.029766,0.37069,-0.060903,0.035294,0.39758
-0.07556,0.027357,0.38786,-0.03556,0.028948,0.37189,-0.058252,0.034651,0.3985
-0.074107,0.025726,0.38946,-0.035519,0.028814,0.37161,-0.054841,0.031619,0.3865
-0.071569,0.024218,0.39128,-0.035193,0.028236,0.37201,-0.053772,0.032024,0.39953
-0.069472,0.023495,0.39247,-0.034758,0.027737,0.37252,-0.051111,0.032251,0.39971
-0.067245,0.021659,0.39353,-0.034757,0.027562,0.37273,-0.049328,0.030795,0.40016
-0.076227,0.038714,0.3727,-0.029004,0.031531,0.36833,-0.065162,0.041609,0.39003
-0.07571,0.036407,0.376,-0.029413,0.031683,0.36819,-0.063702,0.039591,0.39226
-0.074911,0.034731,0.37767,-0.029371,0.031092,0.36866,-0.061049,0.038289,0.39409
-0.073939,0.032982,0.38055,-0.029113,0.029688,0.36943,-0.058765,0.037227,0.39504
-0.072268,0.030466,0.38396,-0.028979,0.029233,0.37021,-0.056486,0.036105,0.39683
-0.070649,0.028713,0.38562,-0.028919,0.028994,0.37086,-0.053786,0.035511,0.39737
-0.069142,0.027287,0.38732,-0.028739,0.028582,0.37155,-0.049308,0.031569,0.38531
-0.067099,0.025751,0.38934,-0.028833,0.028622,0.37131,-0.044732,0.036625,0.38809
-0.06532,0.024289,0.3909,-0.028479,0.028349,0.37117,-0.044113,0.036137,0.38857
-0.062868,0.022571,0.39354,-0.027958,0.027541,0.37172,-0.044604,0.031824,0.39962
-0.060541,0.021468,0.39427,-0.028022,0.027284,0.37215,-0.043083,0.031006,0.40024
-0.069782,0.038869,0.37229,-0.022448,0.030402,0.36831,-0.058403,0.041506,0.39014
-0.069319,0.036388,0.37566,-0.022636,0.03077,0.36816,-0.057045,0.040327,0.39183
-0.068528,0.03488,0.37826,-0.022358,0.029575,0.36907,-0.054767,0.038013,0.39331
-0.067387,0.032992,0.38116,-0.022241,0.029127,0.36966,-0.052216,0.037076,0.39529
-0.065974,0.030341,0.38454,-0.022384,0.02903,0.37023,-0.050256,0.035576,0.39682
-0.064125,0.028531,0.3873,-0.022233,0.028504,0.37064,-0.047841,0.03473,0.39747
-0.062257,0.026793,0.38805,-0.022193,0.028323,0.37149,-0.045602,0.033537,0.39827
-0.060842,0.025335,0.3902,-0.022266,0.028417,0.37137,-0.044584,0.032493,0.39981
-0.058431,0.023569,0.39178,-0.021609,0.027587,0.37121,-0.042604,0.030957,0.40096
-0.056347,0.022999,0.39267,-0.02147,0.027109,0.37233,-0.038023,0.030904,0.39971
-0.054254,0.021237,0.39493,-0.021506,0.027095,0.37242,-0.036137,0.030051,0.39991
-0.063153,0.038154,0.3728,-0.015644,0.029759,0.36804,-0.051751,0.04159,0.38945
-0.062646,0.036341,0.37581,-0.015885,0.029916,0.36888,-0.050422,0.039939,0.39155
-0.061592,0.034265,0.37866,-0.015908,0.030025,0.36888,-0.047942,0.037932,0.39346
-0.06066,0.032468,0.38192,-0.015864,0.029224,0.36932,-0.045634,0.036868,0.39493
-0.058879,0.029893,0.38447,-0.015634,0.028511,0.36974,-0.043184,0.035623,0.39668
-0.05755,0.028247,0.38706,-0.015418,0.027943,0.36977,-0.035035,0.036587,0.38821
-0.055826,0.026694,0.38759,-0.015439,0.027865,0.37025,-0.036175,0.031897,0.38458
