-0.077992,0.062863,0.52359,-0.12639,0.1289,0.55036,-0.12381,0.061559,0.50677,-0.1344,0.1286,0.56342,-0.14321,0.068403,0.51592,-0.11431,0.12842,0.57056,-0.12374,0.067042,0.52332,-0.086873,0.11975,0.57372,-0.087686,0.064321,0.53523,-0.098827,0.053997,0.51539,-0.078473,0.052114,0.52706,-0.12587,0.058171,0.50854
-0.079449,0.060096,0.5235,-0.1268,0.12653,0.55002,-0.12108,0.066085,0.50631,-0.13456,0.12687,0.56289,-0.14485,0.066571,0.51562,-0.11452,0.12578,0.57013,-0.12542,0.064151,0.52274,-0.087227,0.11636,0.5731,-0.0892,0.06149,0.53456,-0.10055,0.051268,0.51572,-0.079996,0.049075,0.52779,-0.1273,0.055995,0.50896
-0.080342,0.057523,0.52099,-0.12672,0.12456,0.54836,-0.12018,0.067523,0.50531,-0.13437,0.12488,0.56158,-0.14598,0.065115,0.51399,-0.11407,0.12369,0.56854,-0.1264,0.062287,0.52139,-0.087075,0.1138,0.57121,-0.090169,0.059343,0.53271,-0.10192,0.049393,0.51329,-0.080762,0.047165,0.52542,-0.12632,0.057491,0.50468
-0.081492,0.055335,0.51862,-0.12647,0.12334,0.54698,-0.12091,0.065599,0.50272,-0.13376,0.12308,0.56021,-0.14744,0.06287,0.51234,-0.11397,0.1214,0.56704,-0.12791,0.05983,0.51982,-0.086783,0.11186,0.56948,-0.091417,0.056752,0.53077,-0.10316,0.0475,0.51086,-0.081624,0.04497,0.52086,-0.12751,0.055614,0.50326
-0.082581,0.053379,0.51549,-0.1261,0.1215,0.5445,-0.12183,0.063887,0.49986,-0.13329,0.12146,0.55825,-0.14812,0.061927,0.51041,-0.11311,0.1203,0.56444,-0.12843,0.05912,0.51733,-0.086049,0.10956,0.56678,-0.092007,0.05497,0.52778,-0.10422,0.045805,0.50892,-0.083372,0.042449,0.51971,-0.12849,0.054421,0.50092
-0.083463,0.051277,0.51272,-0.1259,0.11968,0.54251,-0.12248,0.062602,0.49816,-0.13283,0.11993,0.5563,-0.14917,0.05988,0.50848,-0.11268,0.11809,0.56218,-0.12932,0.056965,0.51513,-0.085667,0.1075,0.56385,-0.092613,0.052792,0.52518,-0.1051,0.044103,0.50518,-0.084211,0.040476,0.51551,-0.12968,0.052897,0.49842
-0.084537,0.049089,0.50978,-0.12571,0.11793,0.54043,-0.12375,0.060791,0.49545,-0.13259,0.11815,0.5546,-0.15009,0.059102,0.50667,-0.11225,0.11612,0.56019,-0.13013,0.056273,0.51288,-0.085617,0.10551,0.5614,-0.093557,0.050767,0.52248,-0.10622,0.042272,0.50332,-0.085315,0.038233,0.51285,-0.13109,0.050983,0.496
-0.085719,0.046621,0.50744,-0.12542,0.11604,0.53823,-0.1252,0.059326,0.49312,-0.13209,0.11635,0.55287,-0.1514,0.05744,0.50531,-0.11177,0.11417,0.5582,-0.13104,0.054602,0.51074,-0.085349,0.10342,0.55908,-0.094495,0.048711,0.52042,-0.10787,0.040344,0.50086,-0.086513,0.036121,0.51042,-0.13224,0.049612,0.49425
-0.086851,0.044982,0.50486,-0.12542,0.11472,0.53645,-0.12643,0.057665,0.49112,-0.13163,0.11495,0.55088,-0.15251,0.055677,0.50315,-0.11144,0.1123,0.55605,-0.13205,0.052498,0.50864,-0.08506,0.10129,0.5566,-0.09534,0.046882,0.51762,-0.10946,0.038333,0.49843,-0.087626,0.034176,0.50809,-0.13355,0.048275,0.49227
-0.0882,0.043071,0.50181,-0.12514,0.11297,0.53475,-0.12742,0.056263,0.48945,-0.1315,0.11287,0.54909,-0.15316,0.054538,0.50138,-0.11118,0.11068,0.55385,-0.13303,0.051255,0.50648,-0.084868,0.098847,0.55412,-0.096603,0.044276,0.51504,-0.11049,0.03654,0.49584,-0.089112,0.032129,0.50526,-0.13479,0.046984,0.49022
-0.089349,0.040964,0.49901,-0.12492,0.11151,0.53215,-0.12868,0.054967,0.48726,-0.13142,0.11092,0.54696,-0.15391,0.053863,0.49967,-0.11079,0.10856,0.55162,-0.13438,0.049351,0.50441,-0.084582,0.096733,0.55122,-0.097561,0.042981,0.51234,-0.11168,0.034738,0.49288,-0.090378,0.030192,0.50071,-0.13608,0.045748,0.48799
-0.090511,0.038758,0.49606,-0.12504,0.10966,0.53065,-0.12993,0.053385,0.4857,-0.13126,0.10914,0.54519,-0.15522,0.052365,0.49798,-0.11056,0.10627,0.54949,-0.13575,0.047928,0.50253,-0.084883,0.094429,0.54892,-0.098819,0.040592,0.50982,-0.11315,0.032936,0.49078,-0.091663,0.028214,0.49894,-0.13755,0.044181,0.48585
