-0.10808,0.039043,0.59843,-0.15611,0.038162,0.59927,-0.19778,0.032179,0.59911
-0.10779,0.038826,0.59795,-0.15515,0.035771,0.59715,-0.1963,0.027313,0.59512
-0.10769,0.038829,0.59749,-0.15462,0.033399,0.59583,-0.19406,0.02158,0.59086
-0.10774,0.038308,0.59729,-0.15344,0.031336,0.5941,-0.19071,0.014922,0.58655
-0.10738,0.038154,0.59651,-0.15196,0.02886,0.59202,-0.18577,0.0093824,0.58244
-0.10719,0.038183,0.59596,-0.15036,0.026888,0.59053,-0.18046,0.0032764,0.57817
-0.10727,0.037556,0.59585,-0.14849,0.025492,0.58913,-0.17448,-0.0007133,0.57474
-0.10731,0.037014,0.59559,-0.1471,0.02335,0.58794,-0.16813,-0.0048765,0.5721
-0.10705,0.036697,0.59538,-0.14519,0.021449,0.58648,-0.16101,-0.0077927,0.56962
-0.10672,0.036958,0.59565,-0.14291,0.01968,0.58508,-0.15404,-0.010338,0.56824
-0.10656,0.036731,0.59507,-0.14086,0.018283,0.5843,-0.14753,-0.011822,0.56646
-0.097949,0.038816,0.59958,-0.14608,0.037364,0.60071,-0.18756,0.031279,0.60023
-0.097749,0.038581,0.59864,-0.14561,0.035435,0.59923,-0.18597,0.026745,0.5959
-0.097345,0.039048,0.59834,-0.1447,0.033566,0.59704,-0.18413,0.021156,0.59248
-0.097529,0.038181,0.59805,-0.14356,0.030864,0.59518,-0.18087,0.01427,0.58771
-0.097267,0.038112,0.59747,-0.14238,0.02871,0.5937,-0.17589,0.0089069,0.58324
-0.097097,0.037834,0.59754,-0.14071,0.026185,0.59209,-0.17014,0.0034326,0.5793
-0.097002,0.03708,0.59744,-0.13872,0.024893,0.59036,-0.16416,-0.0011799,0.57556
-0.096847,0.037097,0.59715,-0.13698,0.022957,0.58913,-0.15783,-0.0052397,0.57298
-0.096915,0.036204,0.59721,-0.13485,0.021187,0.58742,-0.15111,-0.0082236,0.57091
-0.096699,0.036155,0.59667,-0.13318,0.018861,0.58705,-0.14457,-0.011526,0.56964
-0.09659,0.035848,0.59628,-0.13102,0.017318,0.58558,-0.13794,-0.012725,0.56778
-0.086129,0.039595,0.60062,-0.13511,0.036964,0.60231,-0.17647,0.030709,0.60149
-0.086323,0.038986,0.59984,-0.13448,0.035083,0.60023,-0.17513,0.026331,0.59746
-0.086374,0.038355,0.59908,-0.13364,0.033302,0.59844,-0.17311,0.02039,0.59301
-0.086177,0.03833,0.59913,-0.13244,0.030915,0.5966,-0.16939,0.013851,0.58867
-0.086207,0.03756,0.59871,-0.13142,0.02783,0.59521,-0.16494,0.0078579,0.58484
-0.08612,0.037457,0.59879,-0.12973,0.026014,0.5935,-0.15931,0.0023281,0.58045
-0.086116,0.036869,0.59831,-0.12817,0.024082,0.59269,-0.15309,-0.0021362,0.57654
-0.086091,0.036269,0.59848,-0.12614,0.022234,0.59049,-0.14638,-0.0051768,0.57355
-0.085525,0.036251,0.5979,-0.12404,0.020189,0.58909,-0.13985,-0.0084032,0.57191
-0.085613,0.03576,0.59758,-0.12189,0.018867,0.58798,-0.13303,-0.011253,0.56989
-0.085182,0.035788,0.59706,-0.11983,0.017447,0.58738,-0.12659,-0.013306,0.56893
-0.074911,0.038524,0.60141,-0.12358,0.036582,0.60405,-0.16518,0.029496,0.60245
-0.074785,0.038386,0.60061,-0.12285,0.034753,0.60169,-0.16398,0.025053,0.59929
-0.074615,0.038033,0.60035,-0.12178,0.033042,0.59962,-0.16155,0.019499,0.59482
-0.074595,0.037608,0.59986,-0.12109,0.030299,0.59855,-0.15822,0.013264,0.59013
-0.074531,0.036853,0.59975,-0.11977,0.027589,0.59678,-0.15369,0.0068269,0.5859
-0.074439,0.036685,0.59898,-0.11824,0.025058,0.59475,-0.14809,0.0015649,0.58191
-0.074424,0.036252,0.59918,-0.11651,0.023008,0.59422,-0.14201,-0.0029113,0.57813
-0.07428,0.035855,0.59886,-0.11478,0.021251,0.59216,-0.13539,-0.0059163,0.57513
-0.074155,0.035739,0.59854,-0.11252,0.019653,0.59082,-0.12843,-0.0093104,0.57354
-0.074406,0.035069,0.59835,-0.11072,0.017334,0.58997,-0.12147,-0.011605,0.57176
-0.074025,0.034674,0.59795,-0.10839,0.016338,0.58853,-0.11494,-0.012704,0.57073
-0.063294,0.037702,0.60261,-0.11185,0.036056,0.60524,-0.1534,0.029267,0.60343
-0.063332,0.037975,0.60161,-0.11178,0.034562,0.60329,-0.15295,0.024062,0.60042
-0.063357,0.037542,0.60134,-0.11081,0.032427,0.60113,-0.1502,0.018557,0.59557
-0.062941,0.037081,0.60066,-0.10971,0.029825,0.59973,-0.1468,0.012212,0.59231
-0.063119,0.036133,0.60018,-0.10868,0.027049,0.59801,-0.14244,0.0066271,0.58709
