-0.078473,0.052114,0.52706,-0.086873,0.11975,0.57372
-0.079996,0.049075,0.52779,-0.087227,0.11636,0.5731
-0.080762,0.047165,0.52542,-0.087075,0.1138,0.57121
-0.081624,0.04497,0.52086,-0.086783,0.11186,0.56948
-0.083372,0.042449,0.51971,-0.086049,0.10956,0.56678
-0.084211,0.040476,0.51551,-0.085667,0.1075,0.56385
-0.085315,0.038233,0.51285,-0.085617,0.10551,0.5614
-0.086513,0.036121,0.51042,-0.085349,0.10342,0.55908
-0.087626,0.034176,0.50809,-0.08506,0.10129,0.5566
-0.089112,0.032129,0.50526,-0.084868,0.098847,0.55412
-0.090378,0.030192,0.50071,-0.084582,0.096733,0.55122
-0.091663,0.028214,0.49894,-0.084883,0.094429,0.54892
-0.092973,0.026273,0.49595,-0.08472,0.092224,0.54644
-0.094535,0.024445,0.49301,-0.084759,0.089208,0.54374
-0.096426,0.022482,0.49053,-0.084696,0.087052,0.54115
-0.097723,0.020615,0.48783,-0.085102,0.085056,0.53839
-0.099837,0.021987,0.48362,-0.085701,0.082422,0.53626
-0.10134,0.020476,0.4805,-0.085523,0.080553,0.53285
-0.10285,0.015275,0.47882,-0.085868,0.079201,0.53019
-0.10486,0.016827,0.47522,-0.086144,0.076037,0.52737
-0.10679,0.014663,0.47248,-0.086582,0.073844,0.52463
-0.10862,0.012932,0.46954,-0.086967,0.072455,0.52185
-0.11067,0.011003,0.46732,-0.087693,0.070188,0.51905
-0.11234,0.0092036,0.46445,-0.088379,0.068145,0.51639
-0.1144,0.0077211,0.46186,-0.088639,0.066204,0.51345
-0.11633,0.0063018,0.45906,-0.08943,0.063953,0.51042
-0.11846,0.0048421,0.45661,-0.089896,0.062261,0.50741
-0.12041,0.0029811,0.45423,-0.090761,0.060187,0.50447
-0.1222,0.001629,0.45133,-0.091495,0.059006,0.50154
-0.12466,6.2067e-05,0.44864,-0.092567,0.056591,0.49849
-0.12657,-0.0013436,0.44571,-0.093591,0.053995,0.4955
-0.12892,-0.0033303,0.44373,-0.094479,0.052688,0.49269
-0.13106,-0.004261,0.44114,-0.095452,0.050857,0.48985
-0.13305,-0.0078944,0.44037,-0.096493,0.048972,0.48672
-0.13555,-0.0070659,0.43657,-0.097424,0.046909,0.48361
-0.079102,0.051531,0.52862,-0.087572,0.11869,0.57539
